161,Fastfit Motorsports Sdn Bhd (Cheras),Alan,100,1,10,10,5,5,Jan 2026,Jan'2026,Tyre Dealer ,Tayaria,Kuala Lumpur,Kuala Lumpur,"17, Persiaran Mewah, Bandar Tun Razak, 56000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",https://share.google/mW1SB7fnlZoFMj9Zz,https://wa.me/60177577708,March26,60177577708,6017-7577 708,"[""Inflator"",""TPMS"",""Valve"",""Windshield Fluid"",""Wiper"",""Tyre Repair Kit""]",wix:image://v1/7bdb27_98a6de79cd334bb1a160b1de0917d976~mv2.png/Full%20Range.png#originWidth=3560&originHeight=670,X
162,Fastfit Motorsports Sdn Bhd (Kluang Jalan Besar),Alan,100,1,10,10,5,5,Jan 2026,Jan'2026,Tyre Dealer ,Own Signage,Kluang,Johor," 77, Jalan Besar, Felda Bukit Tongkat, 86000 Kluang, Johor ",https://share.google/NltyooNFsBNZ2rune,https://wa.me/60127913678,March26,60127913678,6012-7913 678,"[""Inflator"",""TPMS"",""Valve"",""Windshield Fluid"",""Wiper"",""Tyre Repair Kit""]",wix:image://v1/7bdb27_98a6de79cd334bb1a160b1de0917d976~mv2.png/Full%20Range.png#originWidth=3560&originHeight=670,X
163,NK Tyre & Auto Service,Liew,,1,,1,,1,,Jan'2026,Tyre Dealer ,Own Signage,Sungai Buloh,Selangor,"No. 32-G (Ground Floor), Jalan BSC 2C/3,Bandar Seri Coalfields Presint 2C, 47000 Sungai Buloh, Selangor",https://share.google/4jTeuGNmQgdbBn6zG,https://wa.me/60189882047,March26,60189882047,6018-9882 047,"[""Valve"",""Windshield Fluid""]",wix:image://v1/7bdb27_b3567b2abb41486ba3f81a7665952faa~mv2.png/Valve_Fluid.png#originWidth=3160&originHeight=670,X
164,Kam Hua Trading Sdn Bhd,Alan,,,1,,,,,Jan'2026,Tyre Dealer ,Falken,Shah Alam,Selangor,"17, Jalan Penyelenggara U1/73, Hicom-glenmarie Industrial Park, 40150 Shah Alam, Selangor",https://share.google/r3Vgn7DVOqt2YOtoX,https://wa.me/60122782338,March26,60122782338,6012-2782 338,"[""TPMS""]",wix:image://v1/7bdb27_dfd7eacbc63c4dd3a1dbd713d55f4024~mv2.png/TPMS.png#originWidth=3160&originHeight=670,X
165,Fastfit Motorsports Sdn Bhd (ECO Majestic),Alan,100,1,10,10,5,5,Feb 2026,Feb'2026,Tyre Dealer ,Own Signage,Semenyih,Selangor,"No. 27-1 & 27, Eco Majestic, 2, Jalan Eco Majestic 10/1E, 43500 Semenyih, Selangor",https://share.google/Bd54rWxprPLNwJASO,https://wa.me/60177239955,March26,60177239955,6017-7239 955,"[""Inflator"",""TPMS"",""Valve"",""Windshield Fluid"",""Wiper"",""Tyre Repair Kit""]",wix:image://v1/7bdb27_98a6de79cd334bb1a160b1de0917d976~mv2.png/Full%20Range.png#originWidth=3560&originHeight=670,X
166,Se7ven Tyres & Car Services Sdn Bhd (BG),Liew,15,1,,,,,,Mar'2026,Tyre Dealer ,Tayaria,Bandar Baru Bangi,Selangor,"NO : 63-G,Jalan Kajang Impian 1/11, 43000 Bandar Baru Bangi, Selangor",https://share.google/13iDdlRaO2SNWbTmp,https://wa.me/60176128837,,,,,,
167,STH Auto Services Centre,Alan,,,,10,5,,,Mar'2026,Tyre Dealer ,MEC,Kuala Lumpur,Kuala Lumpur,"1, Jalan Dagang SD 2/1G, Bandar Sri Damansara, 52200 Kuala Lumpur, Wilayah Persekutuan",https://share.google/9AUH5NknlaKf41MgA,https://wa.me/60128628685,,,,,,
168,KPRO Auto Services (M) Sdn Bhd,Alan,,,,2,,,,Mar'2026,WorkShop,Own Signage,Kuala Lumpur,Kuala Lumpur,"NO.10-G, Jalan Cempaka SD 12/2, Bandar Sri Damansara, 52200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",https://share.google/ACSpUK4klt8BFmw7c,https://wa.me/60165360006,,,,,,
169,Gombak Car Services Sdn Bhd,Alan,,,,10,,,,Mar'2026,Tyre Dealer ,Continental,Kuala Lumpur,Kuala Lumpur,"LOT 7588,Batu 3 3/4,Jalan Gombak 53000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",https://share.google/QfhP57av0gtiThjd6,https://wa.me/60109124029,,,,,,
170,Se7ven Tyres & Car Services Sdn Bhd (Cheras),Liew,,1,,,,,,April'2026,Tyre Dealer ,Tayaria,Cheras,Kuala Lumpur,"Unit No, 12, Jalan Dwitasik 2, Bandar Sri Permaisuri, 56000 Cheras, Wilayah Persekutuan Kuala Lumpur",https://share.google/t3WhdkKbXjRMYTV7k,https://wa.me/60132888332,,,,,,
171,Sunny CarCare Centre Sdn Bhd,Liew,,,,,1,,,April'2026,Tyre Dealer ,Own Signage,Petaling Jaya,Selangor," 10, 12 & 14, Jalan SS 23/11, Taman Sea, 47400 Petaling Jaya, Selangor",https://share.google/5uYDlFKN2KAM1omjq,https://wa.me/60122092772,,,,,,
